id,author,year,title,journal,vol,pg,url,pdf,created_at,updated_at,doi,user_id
107,DesRochers,2006,NPK fertilization at planting of three hybrid poplar clones in the boreal region of Alberta,Forest Ecology and Management,232,216–225,http://dx.doi.org/10.1016/j.foreco.2006.06.004,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6T6X-4KBX4JS-2-M&_cdi=5042&_user=571676&_pii=S0378112706004002&_orig=search&_coverDate=08%2F15%2F2006&_sk=997679998&view=c&wchp=dGLzVtb-zSkWA&md5=9c23716c72ae7a0e2b1338b1ee634713&ie=/sdarticle.pdf,,,10.1016/j.foreco.2006.06.004,
317,Tieszen,1981,An analysis of processes of primary production in tundra growth forms,Tundra Ecosystems: A comparative analysis,,285–356,"","",2011-02-03 08:16:37,2011-02-03 08:16:37,"",
124,Clifton-Brown,2004,Miscanthus biomass production for energy in Europe and its potential contribution to decreasing fossil fuel carbon emissions,Global Change Biology,10,509–518,http://dx.doi.org/10.1111/j.1529-8817.2003.00749.x,http://www3.interscience.wiley.com/cgi-bin/fulltext/118805442/PDFSTART,,2014-01-29 20:05:11.034844,"",
136,Jorgensen,2003,"Establishment, development and yield quality of fifteen Miscanthus genotypes over three years in Denmark",Acta Agriculturae Scandinavica,,190–199,https://dx.doi.org/10.1080/09064710310017605,"",,2014-01-30 19:47:11.415179,"",
200,Angelini,2009,Long-term evaluation of biomass production and quality of two cardoon (Cynara cardunculus L.) cultivars for energy use,Biomass and Bioenergy,33,810–816,http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6V22-4VF4YP9-1&_user=571676&_coverDate=05%2F31%2F2009&_rdoc=1&_fmt=high&_orig=search&_sort=d&_docanchor=&view=c&_searchStrId=1399379615&_rerunOrigin=scholar.google&_acct=C000029040&_version=1&_urlVersion=0&_userid=571676&md5=6972ee12169bff645decfcc6400c3c93,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6V22-4VF4YP9-1-1&_cdi=5690&_user=571676&_pii=S0961953408002602&_orig=search&_coverDate=05%2F31%2F2009&_sk=999669994&view=c&wchp=dGLzVlz-zSkzk&md5=7167d47d921d902ec38eb1716f1e4151&ie=/sdarticle.pdf,2010-07-13 19:16:22,2015-03-12 15:11:04.726258,10.1016/j.biombioe.2008.12.004,
177,Borzecka-Walker,2008,Evaluation of carbon sequestration in energetic crops (Miscanthus and coppice willow),International Agrophysics,22,185–190,"",http://www.international-agrophysics.org/artykuly/international_agrophysics/IntAgr_2008_22_3_185.pdf,,2010-07-09 20:27:45,"",
184,Waring,2008,Net primary production of forests: a constant fraction of gross primary production?,Tree Physiology,,"",http://dx.doi.org/10.1093/treephys/18.2.129,http://treephys.oxfordjournals.org/cgi/reprint/18/2/129.pdf,,2015-01-26 16:51:26.232054,10.1093/treephys/18.2.129,
275,Monti,2009,Root distribution and soil moisture retrieval in perennial and annual energy crops in Northern Italy,"Agriculture, Ecosystems & Environment",132,252–259,http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T3Y-4W7HNV3-3&_user=571676&_coverDate=08%2F31%2F2009&_rdoc=1&_fmt=high&_orig=search&_origin=search&_sort=d&_docanchor=&view=c&_acct=C000029040&_version=1&_urlVersion=0&_userid=571676&md5=91385d09d1522815d30fb21a08ecfd6a&searchtype=a,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6T3Y-4W7HNV3-3-K&_cdi=4959&_user=571676&_pii=S0167880909001108&_origin=search&_coverDate=08%2F31%2F2009&_sk=998679996&view=c&wchp=dGLzVtb-zSkWA&md5=5ec80c52cf6927b24f96330f882eb1c6&ie=/sdarticle.pdf,2010-10-15 14:18:43,2015-03-12 15:12:18.958413,10.1016/j.agee.2009.04.007,
488,Cook,2004,"Carbon exchange and venting anomalies in an upland deciduous forest in northern Wisconsin, USA",Agricultural and Forest Meteorology,126,271–295,http://www.sciencedirect.com/science/article/pii/S0168192304001601,http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271723&_user=571676&_pii=S0168192304001601&_check=y&_origin=article&_zone=toolbar&_coverDate=30-Nov-2004&view=c&originContentFamily=serial&wchp=dGLbVlS-zSkzk&md5=d8fed950851da21bc6032a2e4a96c881/,2012-04-05 16:23:28,2015-03-12 15:13:05.837068,10.1016/j.agrformet.2004.06.008,65
503,Monson,1982,The quantum yield for CO2 uptake in C3 and C4 grasses,Photosynthesis Research,3,153–159,http://www.springerlink.com/content/fn50q70220024622/,http://www.springerlink.com/content/fn50q70220024622/fulltext.pdf,2012-05-25 16:22:52,2015-03-12 15:13:35.938618,10.1007/BF00040713,61
540,Dougherty,1994,Applying an empirical model of stomatal conductance to three C-4 grasses,Agricultural and Forest Meteorology,67,269–290,http://www.sciencedirect.com/science/article/pii/0168192394900078,http://ac.els-cdn.com/0168192394900078/1-s2.0-0168192394900078-main.pdf?_tid=e15771f47bb9240334f7d119860c034a&acdnat=1339085085_08f1ffe4167faa874666235b43854857,2012-06-07 16:01:57,2015-03-12 15:13:52.900299,"10.1016/0168-1923(94)90007-8,",61
601,Darbah,2010,Differential response of aspen and birch trees to heat stress under elevated carbon dioxide,Environmental Pollution,158,1008–1014,http://www.sciencedirect.com/science/article/pii/S0269749109005181,http://www.nrs.fs.fed.us/pubs/jrnl/2010/nrs_2010_darbah_002.pdf,2012-07-18 18:29:06,2015-03-12 15:14:32.889742,10.1016/j.envpol.2009.10.019,61
210,Lana,1990,Seasonal Variation of Biomass and Production Dynamics for Above- and Belowground Components of a Spartina alterniflora Marsh in the Euhaline Sector of Paranaguá Bay (SE Brazil),"Estuarine, Coastal and Shelf Science",32,231–241,http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6WDV-4DV0MS9-ND&_user=571676&_coverDate=03%2F31%2F1991&_rdoc=1&_fmt=high&_orig=search&_origin=search&_sort=d&_docanchor=&view=c&_searchStrId=1524383459&_rerunOrigin=scholar.google&_acct=C000029040&_version=1&_urlVersion=0&_userid=571676&md5=9be78402a00176ad56a5a1fcc26fe7d0&searchtype=a,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6WDV-4DV0MS9-ND-2&_cdi=6776&_user=571676&_pii=0272771491900176&_origin=search&_coverDate=03%2F31%2F1991&_sk=999679996&view=c&wchp=dGLbVlb-zSkzk&md5=14af0d27f0daa77b2183510bdb6d7944&ie=/sdarticle.pdf,2010-08-31 15:56:46,2015-03-12 15:14:53.098083,10.1016/0272-7714(91)90017-6,
471,Woodard,1993,"Dry Matter Accumulation of Elephantgrass, Energycane, and Elephantmillet in a Subtropical Climate",Crop Sci.,824,818–824,"","",2011-12-08 17:23:10,2015-03-12 15:34:16.083148,"",57
630,Yavuz,2012,Irrigation Water Management for Sprinkler Irrigated Corn using Rooting Data Obtained by the Minirhizotron Technique,International Journal of Agriculture and Biology,14,11–19,http://www.cabi.org/cabdirect/FullTextPDF/2012/20123042953.pdf,http://www.cabi.org/cabdirect/FullTextPDF/2012/20123042953.pdf,2012-09-21 20:24:53,2015-03-12 15:34:55.920681,"",15
360,Bergkvist,1998,Stem Biomass Yields At Different Planting Designs and Spacings in Willow Coppice Systems,Biomass and Bioenergy,14,149–156,http://dx.doi.org/10.1016/S0961-9534(97)10021-6,(http://www.sciencedirect.com/science/article/pii/S0961953497100216/pdfft?md5=8cb5d9c6c8ecf32bc11958ae429f709f&pid=1-s2.0-S0961953497100216-main.pdf),2011-04-14 16:24:19,2015-09-18 20:03:50.067444,10.1016/S0961-9534(97)10021-6,
162,Liu,2008,"Seed Information Database (release 7.1, May 2008)","",,"",http://www.kew.org/data/sid,"",,,"",
139,Amalraj,2006,On the taxonomy of the members of 'Saccharum complex',Genetic Resources and Crop Evolution,53,35–41,http://dx.doi.org/10.1007/s10722-004-0581-1,http://www.springerlink.com/content/p10035467v427680/fulltext.pdf,,2014-01-24 16:05:14.018995,"",
784,Alves,2002,Cassava Botany and Physiology,"Cassava: Biology, Production and Utilization (Book)",,"","","",2015-03-12 20:22:17.224965,2015-03-12 22:32:58.840081,"",189
785,Cock,1976,Characteristics of high yielding cassava varieties,Experimental Agriculture,12,135,http://journals.cambridge.org/action/displayAbstract?aid=1604340,"",2015-03-12 22:37:10.57854,2015-03-12 22:37:10.57854,10.1017/S0014479700007201 ,189
157,Lewandowski,1998,Propagation method as an important factor in the growth and development of Miscanthus x giganteus,Industrial Crops and Products,8,229–245,http://dx.doi.org/10.1016/S0926-6690(98)00007-7,http://www.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271144&_user=571676&_pii=S0926669098000077&_check=y&_origin=&_coverDate=30-Sep-1998&view=c&wchp=dGLbVlV-zSkWb&md5=e73be7de9ee59ec9abe85a793823da46/1-s2.0-S0926669098000077-main.pdf,,2011-10-05 05:06:24,10.1016/S0926-6690(98)00007-7,
209,Schubauer,1984,"Above- and belowground emergent macrophyte production and turnover in a coastal marsh ecosystem, Georgia",Limnology and Oceanography,29,1052–1065,http://www.jstor.org/stable/2836429,http://www.jstor.org/stable/pdfplus/2836429.pdf?acceptTC=true,2010-08-31 15:09:45,2010-08-31 15:40:56,"",
800,Manrique,1990,Leaf area development and dry matter production of cassava,Agronomy Journal,82,887–891,https://www.agronomy.org/publications/aj/abstracts/82/5/AJ0820050887,"",2015-03-13 14:44:05.628832,2015-03-13 14:44:05.628832,10.2134/agronj1990.00021962008200050008x,189
846,Laclau,2009,Growth of the whole root system for a plant crop of sugarcane under rainfed and irrigated environments in Brazil,Field Crops Research,114,351,http://www.sciencedirect.com/science/article/pii/S0378429009002391,"",2016-04-11 20:57:28.693115,2016-04-11 20:57:28.693115,10.1016/j.fcr.2009.09.004,19
170,Kalembasa,2005,"The content of carbon, hydrogen and nitrogen in different development stage of some clones of Miscanthus",Polish Journal of Soil Science,38,169–177,"",http://www.pjss.org/artykuly/pjss/Polish_Journal_of_Soil_Science_2005_38_2_169.pdf,,,"",
182,Randall,2006,Willow biomass production as affected by time and rate of N,unpublished,,"","","",,2013-04-29 08:07:14,"",
175,Szczukowski,2002,Productivity and chemical composition of wood tissuesof short rotation willow coppice cultivated on arable land,Rostlinna Vyroba,48,413–417,"",http://www.cazv.cz/2003/anglicka/clanky/rv9-02/szczukowski.pdf,,2010-10-27 19:55:49,"",
176,Dusek,2006,"Seasonal dynamics of dry weight, growth rate and root/shoot ratio in different aged seedlings of Salix caprea",Biologia,61,441–447,http://dx.doi.org/10.2478/s11756-006-0074-0,http://www.springerlink.com/content/mm18452818j024q7/fulltext.pdf,,,"",
1000000139,Bartlett,2019,unpublished data related to https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.2041-210X.2012.00230.x,"",,"","","",2019-05-17 20:46:33.954789,2019-05-21 19:25:38.284089,"",1000000003
171,Ververis,2004,"Fiber dimensions, lignin and cellulose content of various plant materials and their suitability for paper production",Industrial Crops and Products,19,245–254,http://dx.doi.org/10.1016/j.indcrop.2003.10.006,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6T77-4B66CRN-1-B&_cdi=5051&_user=571676&_pii=S0926669003001171&_orig=search&_coverDate=05%2F31%2F2004&_sk=999809996&view=c&wchp=dGLbVlz-zSkzV&md5=6550cf369c659ebd3970f593ea2af384&ie=/sdarticle.pdf,,2012-07-23 18:57:20,10.1016/j.indcrop.2003.10.006,
172,McElroy,1986,Biomass from short-rotation coppice willow on marginal land,Biomass,10,225–240,http://dx.doi.org/10.1016/0144-4565(86)90055-7,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B75CD-48XK5HT-4M-1&_cdi=13008&_user=571676&_pii=0144456586900557&_orig=search&_coverDate=12%2F31%2F1986&_sk=999899996&view=c&wchp=dGLzVtz-zSkWA&md5=a4bef9c39e09f8fa990f9a3160ab379e&ie=/sdarticle.pdf,,,10.1016/0144-4565(86)90055-7,
807,Peressin,1998,Effects of weed interference on cassava growth and productivity,Bragantia,57,"",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051998000100016,"",2015-03-13 15:12:20.946211,2015-03-13 15:12:20.946211,10.1590/S0006-87051998000100016  ,189
805,Pellet,1994,Sink-Source relationship in cassava: effects of reciprocal grafting on yield and leaf photosynthesis,Experimental Agriculture,30,359–367,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=1621324&fileId=S001447970002447,"",2015-03-13 15:01:58.571797,2015-03-13 15:01:58.571797,10.1017/S0014479700024479 ,189
806,Pellet,1993,"Cassava varietal response to phosphurus fertilization. I. Yield, biomass and gas exchange",Field Crops Research,35,1–11,http://www.sciencedirect.com/science/article/pii/0378429093901316,"",2015-03-13 15:03:52.553298,2015-03-13 15:03:52.553298,10.1016/0378-4290(93)90131-6,189
808,Ramanujam,1985,Leaf density profile and efficiency in partitioning dry matter among high and low yielding cultivars of cassava,Field Crops Research,10,291–303,http://www.sciencedirect.com/science/article/pii/0378429085900358,"",2015-03-13 15:13:57.588378,2015-03-13 15:13:57.588378,10.1016/0378-4290(85)90035-8,189
818,Aylott,2008,Yield and spatial supply of bioenergy poplar and willow short-rotation coppice in the UK,New Phytologist,178,358–370,https://dx.doi.org/10.1111/j.1469-8137.2008.02396.x,"",2015-03-18 15:15:04.00157,2015-10-05 15:33:16.847583,10.1111/j.1469-8137.2008.02396.x,97
185,Daubenmire,1963,Studies of the Decomposition Rates of Tree Litter,Ecology,44,589–592,http://www.jstor.org/stable/1932544,"",,2014-01-24 20:42:27.274443,"",
819,Pujol,2008,Photosynthesis and Leaf Structure in Domesticated Cassava (Euphorbiaceae) and a Close Wild Relative: Have Leaf Photosynthetic Parameters Evolved Under Domestication?,Biotropica,40,305–312,http://dx.doi.org/10.1111/j.1744-7429.2007.00373.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1744-7429.2007.00373.x/epdf,2015-03-30 20:56:20.999356,2015-03-30 20:56:20.999356,10.1111/j.1744-7429.2007.00373.x,190
192,Curt,1996,Effect of nitrogen fertilization on biomass production and macronutrients extraction of sweet sorghum cv. keller,Biomass for Energy and the Environment,,473–478,https://docs.google.com/a/illinois.edu/file/d/0B3dqMusX9TImN0Y0YTVOWk5TemFXVXE0N2gyQ3dUQQ/edit,https://docs.google.com/a/illinois.edu/file/d/0B3dqMusX9TImN0Y0YTVOWk5TemFXVXE0N2gyQ3dUQQ/edit,,2015-09-21 17:40:24.32442,"",
223,Dietze,2010,"",unpublished data,,"","","",2010-09-16 21:07:57,2010-09-16 21:07:57,"",
787,Duque,2013,"Cassava response to water deficit in deep pots: root and shoot growth, ABA, and carbohydrate reserves in stems, leaves and storage roots",Tropical Plant Biology,6,199–209,http://link.springer.com/article/10.1007/s12042-013-9131-3,"",2015-03-12 22:50:42.053235,2015-03-12 22:50:42.053235,10.1007/s12042-013-9131-3,189
790,El-Sharkawy,2006,"International research on cassava photosynthesis, productivity, eco-physiology, and responses to environmental stresses in the tropics",Photosynthetica,44,481–512,http://link.springer.com/article/10.1007%2Fs11099-006-0063-0,"",2015-03-12 23:00:46.004606,2015-03-12 23:00:46.004606,10.1007/s11099-006-0063-0,189
789,El-Sharkawy,1992,Yield stability of cassava during prolonged mid-season water stress,Experimental Agriculture,28,165–174,"",http://journals.cambridge.org/article_S0014479700019608,2015-03-12 22:58:06.694583,2015-03-12 23:01:13.990528,"",189
833,Cruz,2003,Photosynthesis impairment in cassava leaves in response to nitrogen deficiency,Plant and Soil,257,417–423,http://link.springer.com/article/10.1023%2FA%3A1027353305250,http://download.springer.com/static/pdf/481/art%253A10.1023%252FA%253A1027353305250.pdf?auth66=1427845048_b8730b8212af200121c5f51675457826&ext=.pdf,2015-03-31 23:17:00.763759,2015-03-31 23:17:00.763759,10.1023/A:1027353305250,190
834,De Tafur,1997,Photosynthesis and yield performance of cassava in seasonally dry and semiarid environments,Photosynthetica,33,249–257,http://link.springer.com/article/10.1023%2FA%3A1022116414969,"",2015-04-01 20:54:26.472767,2015-04-01 20:54:57.215306,10.1023/A:1022116414969,190
230,Sholtis,2002,Effects of Elevated CO2 on Sweetgum Ecophysiology,DISSERTATION,,"",https://repositories.tdl.org/ttu-ir/bitstream/handle/2346/12677/31295018541812.pdf?sequence=1,https://repositories.tdl.org/ttu-ir/bitstream/handle/2346/12677/31295018541812.pdf?sequence=1,2010-09-27 20:00:50,2015-05-11 21:53:07.726101,"",
791,Enyi,1973,Growth rates of three cassava varieties under varying population densities,The Journal of Agricultural Science,81,15–28,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=4766932&fileId=S0021859600058251,"",2015-03-12 23:04:46.620281,2015-03-12 23:04:46.620281,10.1017/S0021859600058251 ,189
793,Fukai,1984,Effects of solar radiation on growth of cassava. I. Canopy development and dry matter growth,Field Crops Research,9,347–360,http://www.sciencedirect.com/science/article/pii/0378429084900388,"",2015-03-13 14:24:26.242696,2015-03-13 14:24:26.242696,10.1016/0378-4290(84)90038-8,189
794,Gleadow,2009,Growth and nutritive value of cassava are reduced when grown in elevated CO2,Plant Biology,11,76–82,http://onlinelibrary.wiley.com/doi/10.1111/j.1438-8677.2009.00238.x/full,"",2015-03-13 14:26:36.387823,2015-03-13 14:26:36.387823,10.1111/j.1438-8677.2009.00238.x,189
795,Howeler,1983,Accumulation and distribution of dry matter and nutrients during a 12-months growth cycle of cassava,Field Crops Research,7,123–139,http://www.sciencedirect.com/science/article/pii/0378429083900175,"",2015-03-13 14:28:14.131729,2015-03-13 14:28:14.131729,10.1016/0378-4290(83)90017-5,189
796,Ihemere,2006,Genetic modification of cassava for enhanced starch production,Plant Biotechnology Journal,4,453–465,http://onlinelibrary.wiley.com/doi/10.1111/j.1467-7652.2006.00195.x/abstract,"",2015-03-13 14:30:44.47811,2015-03-13 14:30:44.47811,10.1111/j.1467-7652.2006.00195.x,189
797,Lahai,2009,Accumulation and distribution of dry matter in relation to root yield of cassava under a fluctuating water table in inland valley ecology,African Journal of Biotechnology,8,4895–4905,http://www.academicjournals.org/journal/AJB/edition/5_October_2009,"",2015-03-13 14:37:03.798173,2015-03-13 14:37:03.798173,10.5897/AJB09.259,189
801,Manrique,1992,Growth and yield performance of cassava grown at three elevations in Hawaii,Communications in Soil Science and Plant Analysis,23,129–141,http://www.tandfonline.com/doi/abs/10.1080/00103629209368576#.VQL30y7j9aw,"",2015-03-13 14:45:33.64847,2015-03-13 14:45:33.64847,10.1080/00103629209368576,189
798,Liam,1979,Branching habit as a yield determinant in cassava,Field Crops Research,2,281–289,http://www.sciencedirect.com/science/article/pii/0378429079900297,"",2015-03-13 14:38:42.126166,2015-03-13 14:38:42.126166,10.1016/0378-4290(79)90029-7,189
802,Manrique,1990,Effects of nitrogen fertilization on growth and yield of cassava in Hawaii: II. Dry matter production and efficiency of partitioning,Communications in Soil Science and Plant Analysis,21,1817–1830,http://www.tandfonline.com/doi/abs/10.1080/00103629009368342#.VQL4fi7j9aw,"",2015-03-13 14:47:47.272757,2015-03-13 14:47:47.272757,10.1080/00103629009368342,189
