id,name,definition,created_at,updated_at,control,user_id
2247,Additional Fertilization: 35 weeks after planting,"",2014-06-23 15:00:31.117686,2014-06-23 15:00:31.117686,f,97
2242,Standard Fertilization: 25 weeks after planting,"",2014-06-23 14:54:11.531722,2014-06-23 14:54:11.531722,f,97
2243,Standard Fertilization: 35 weeks after planting,"",2014-06-23 14:57:50.849406,2014-06-23 14:57:50.849406,f,97
2244,Standard Fertilization: 45 weeks after planting,"",2014-06-23 14:58:20.310202,2014-06-23 14:58:20.310202,f,97
2590,Infected Rust Rating 3,"",2016-05-25 19:10:14.056038,2016-05-25 19:10:14.056038,f,2
2591,Infected Rust Rating 4,"",2016-05-25 19:10:26.095745,2016-05-25 19:10:26.095745,f,2
2589,Control - uninfected,"",2016-05-06 21:26:34.481773,2016-05-25 19:11:33.14295,t,2
2592,No water stress,"",2016-05-25 19:25:08.788517,2016-05-25 19:25:08.788517,t,2
2593,Water stress,"",2016-05-25 19:25:29.275194,2016-05-25 19:25:29.275194,f,2
2594,Observational,"",2016-05-25 20:04:47.221338,2016-05-25 20:04:47.221338,,2
2595,Direct observation,In-situ measurement. No treatment applied,2017-03-16 16:53:34.889548,2017-03-16 16:53:34.889548,t,65
2572,2 Year Cutting Cycle,"",2015-04-23 05:36:30.349437,2015-04-23 05:36:30.349437,,97
2573,3 Year Cutting Cycle,"",2015-04-23 05:36:42.490859,2015-04-23 05:36:42.490859,,97
654,Observational,"",,2011-04-04 21:32:46,t,
655,unmanaged,unmanaged grassland,,2010-06-08 19:14:52,t,
661,Observational,"",,2011-02-21 21:20:31,t,
664,field capacity: 3 irrigations week-1,water treatment,,,f,
665,field capacity to wilting point: 1 irrigation week-1,water treatment,,,f,
576,Nfert 60 kg N ha-1/harvest time early-aug,"",,,f,
577,Nfert 120 kg N ha-1/harvest time early-aug,"",,,f,
673,"dalkgN60I300E, dalkgN240I300E",irrigation 300mm on Elephant Grass,,,f,
676,"dalkgN60I700E, dalkgN240I700E",irrigation 700mm on Elephant Grass,,,f,
677,"dalkgN60I300E, dalkgN240I300E, dalkgN60I700E, dalkgN240I700E",all treatments on Elephant Grass,,,f,
680,"dalkgN60I300G, dalkgN240I300G",irrigation 300mm on Giant Reed,,,f,
683,"dalkgN60I700G, dalkgN240I700G",irrigation 700 mm on Giant Reed,,,f,
684,"dalkgN60I300G, dalkgN240I300G, dalkgN60I700G, dalkgN240I700G",all treatments on Giant Reed,,,f,
696,Unirrigated,no water irrigation,2010-06-23 13:32:16,2010-08-23 21:44:21,f,
697,Non-irrigated,no water irrigation,2010-07-09 17:47:40,2010-07-09 17:47:40,f,
699,observational,"",2010-07-13 19:26:10,2010-07-13 19:26:10,t,
700,observational,"",2010-07-13 19:49:10,2010-07-13 19:49:10,t,
701,observational,none,2010-08-31 15:48:22,2010-08-31 15:48:22,t,
702,observational,"",2010-08-31 15:49:04,2010-08-31 15:49:04,t,
703,observational,none,2010-08-31 15:49:31,2010-08-31 15:49:31,t,
704,observational,none,2010-08-31 15:51:52,2010-08-31 15:51:52,t,
705,observational,none,2010-08-31 16:01:31,2010-08-31 16:01:31,t,
706,observational,none,2010-08-31 16:02:53,2010-08-31 16:02:53,t,
707,observational,none,2010-08-31 17:40:52,2010-08-31 17:40:52,t,
708,tilled plot,till,2010-08-31 17:41:23,2010-08-31 17:41:23,f,
709,tilled plot,"",2010-08-31 17:44:31,2010-08-31 17:44:31,f,
714,unfertilized,not fertilized,2010-09-01 18:22:56,2010-09-01 18:22:56,t,
715,fertilization,Nitrogen,2010-09-01 18:24:30,2010-09-01 18:24:30,f,
716,Nitrogen Fertilization,6.9 g/m^2 per year,2010-09-02 15:56:31,2010-09-02 15:56:31,f,
717,observational,none,2010-09-02 16:12:34,2010-09-02 16:12:34,t,
718,Switchgrass from Auburn,"Collected from Auburn, AL",2010-09-03 14:45:45,2010-09-03 14:45:45,t,
719,Blacksburg Switchgrass,"Switchgrass from Blacksburg, VA",2010-09-03 14:46:27,2010-09-03 14:46:27,t,
720,Auburn Switchgrass,"Switchgrass collected from Auburn, AL",2010-09-03 14:47:07,2010-09-03 14:47:07,t,
721,Auburn Switchgrass,"Switchgrass collected from Aurburn, AL",2010-09-03 15:02:10,2010-09-03 15:02:10,t,
722,Blacksburg Switchgrass,"Switchgrass collected from Blacksburg, VA",2010-09-03 15:06:25,2010-09-03 15:06:57,t,
723,Homogenous soil,Humus-rich black soil and sand (ratio 1:3.5 v/v),2010-09-03 15:39:10,2010-10-19 16:39:21,t,
724,Heterogenous soil,Nutrient rich soil (high humus-rich black soil content),2010-09-03 15:44:01,2010-09-03 15:44:01,f,
725,Poplar,"",2010-09-06 16:26:55,2010-09-07 16:01:41,t,
726,Switchgrass,"",2010-09-06 16:34:30,2010-09-07 16:01:43,t,
727,Cool-season grass I (unburned),Part of a grazed riparian pasture prior to 1990.,2010-09-06 16:37:29,2010-09-07 16:01:47,f,
729,Soybean (Glycine max (L.) Merr.),Under an annual corn-soybean rotation. Soybean planted at the beginning of May and harvested in the mid-September.,2010-09-06 16:40:29,2010-09-06 16:40:29,f,
730,Corn (Zea mays L.),Under an annual corn-soybean rotation. Corn planted in last week of April and harvested at the end of October.,2010-09-06 16:41:17,2010-09-06 16:41:17,t,
731,Observational,"",2010-09-07 13:49:59,2010-09-07 15:21:55,t,
733,Switch1,Alamo Switchgrass planted in 1992,2010-09-10 20:12:05,2010-09-10 20:13:11,t,
734,Switch2,Alamo Switchgrass planted in 1993,2010-09-10 20:12:50,2010-09-10 20:13:30,t,
735,normal atmospheric CO2 level,ambient level 360ul l-1,2010-09-16 21:38:03,2010-09-16 21:39:10,t,
736,elevated atmospheric CO2 level,elevated CO2 level 560ul l-1,2010-09-16 21:38:35,2011-09-20 21:33:44,f,
737,observational,"",2010-09-16 22:20:56,2010-09-16 22:20:56,t,
738,observational,"",2010-09-17 19:32:03,2010-09-17 19:32:03,t,
739,observational,"",2010-09-17 21:02:28,2010-09-17 21:02:28,t,
740,ambient CO2 level,365 ppm,2010-09-27 19:58:20,2011-03-28 19:26:54,t,
741,ambient CO2 level,364-366 ppm,2010-09-27 20:01:33,2013-12-12 15:58:34,t,
742,ebi_farm,observational,2010-09-28 21:26:35,2010-09-28 21:26:35,t,
743,observational - PAVI2,Panicum virgatum,2010-09-29 14:57:24,2010-09-29 15:13:22,t,
744,observational - MXg,Miscanthus X giganteus,2010-09-29 14:59:45,2010-09-29 15:13:02,t,
745,Observational - Sowell (1986),"One warm (16-20 C) and one cool (5-10 C) growth chambers, not differentiated",2010-09-29 16:52:46,2013-06-05 17:27:47,t,
746,ambient CO2 level,380 ppm,2010-09-29 21:58:10,2011-03-28 19:22:58,t,
748,observational,measurement with the open system,2010-09-30 19:26:54,2011-04-20 17:48:17,t,
750,Closed system,measurement 30 min after excision,2010-09-30 19:30:28,2010-09-30 19:30:28,f,
751,"Nfert 0 kg N ha-1, row spacing 20cm, Su","",2010-10-01 14:48:47,2010-10-01 16:55:54,t,
752,"Nfert 112 kg N ha-1, row spacing 20cm, Su","",2010-10-01 14:49:19,2010-10-01 16:46:36,f,
753,"Nfert 224 kg N ha-1, row spacing 20cm, Su","",2010-10-01 14:49:54,2010-10-01 16:46:55,f,
754,"Nfert 0 kg N ha-1, row spacing 80cm, Su","",2010-10-01 16:11:08,2010-10-01 16:47:16,f,
755,"Nfert 112 kg N ha-1, row spacing 80cm, Su","",2010-10-01 16:11:19,2010-10-01 16:47:45,f,
756,"Nfert 224 kg N ha-1, row spacing 80cm, Su","",2010-10-01 16:11:33,2010-10-01 16:48:07,f,
757,"Nfert 0 kg N ha-1, row spacing 20cm, Fa","",2010-10-01 16:46:18,2010-10-01 16:46:18,f,
758,"Nfert 112 kg N ha-1, row spacing 20cm, Fa","",2010-10-01 16:46:42,2010-10-01 16:49:16,f,
759,"Nfert 224 kg N ha-1, row spacing 20cm, Fa","",2010-10-01 16:47:02,2010-10-01 16:49:05,f,
667,Nfert 50 kg N ha-1,"",,,f,
668,Nfert 100 kg N ha-1,"",,,f,
669,Nfert 150 kg N ha-1,"",,,f,
670,Nfert 200 kg N ha-1,"",,,f,
671,Nfert 60 kg N ha-1/Irrigation 300 mm/Elephant Grass,"",,,f,
686,unfertilized,"",,,t,
728,Coolseason grass II (burned),Burned in spring of 1996. Part of a grazed riparian pasture prior to 1990.,2010-09-06 16:39:22,2010-09-06 16:42:05,f,
685,Observational- Irrigation,"",2010-08-31 14:04:39,2015-02-20 01:22:26.061659,t,
760,"Nfert 0 kg N ha-1, row spacing 80cm, Fa","",2010-10-01 16:47:24,2010-10-01 16:48:51,f,
761,"Nfert 112 kg N ha-1, row spacing 80cm, Fa","",2010-10-01 16:47:52,2010-10-01 16:47:52,f,
762,"Nfert 224 kg N ha-1, row spacing 80cm, Fa","",2010-10-01 16:48:17,2010-10-01 16:48:17,f,
763,Dry,careful mechanical removal of the loosely attached soil,2010-10-01 18:27:29,2010-10-01 18:27:29,f,
764,Wet,further removal of soil by submersion in and rinsing with water,2010-10-01 18:27:49,2010-10-01 18:27:49,f,
765,Light,none,2010-10-01 18:54:44,2013-05-23 00:23:59,t,
766,Observational - Burton (1996),None,2010-10-01 19:43:20,2010-10-01 19:43:20,t,
767,14000 ppm CO2,None,2010-10-01 20:00:09,2011-05-25 19:46:42,t,
768,Observational - Pregitzer (1998),None,2010-10-01 20:12:31,2010-10-01 20:12:31,t,
769,Surrounding,measurement with the air flowing around a smaller pot inserted into a larger root respiration cuvette,2010-10-04 15:29:06,2010-10-04 15:37:37,t,
771,Headspace,measurement with the air flowing over the soil surface,2010-10-04 15:30:39,2010-10-04 15:37:48,t,
773,Ambient CO2,350 umol CO2,2010-10-04 16:35:34,2011-06-24 15:35:58,t,
775,Total plant anaerobic,flushed roots and shoots with N2 gas,2010-10-05 18:29:04,2010-10-05 18:29:04,f,
776,Aerobic,prepared mix of 21% O2 + 79% N2 gas,2010-10-05 18:29:53,2010-10-05 18:29:53,f,
777,Root anaerobic,flush roots with N2 gas and leaving the shoots exposed to ambient oxygen levels,2010-10-05 18:30:50,2010-10-05 18:30:50,f,
778,Elevated CO2,Plots fumigated with elevated CO2,2010-10-05 19:04:02,2010-10-05 19:04:02,f,
779,Observational - Johnson-Flanagan,None,2010-10-05 19:34:37,2010-10-05 19:34:37,t,
781,Laboratory,germinated in a sand and vermiculite mixture,2010-10-05 19:55:41,2011-04-13 21:05:33,t,
782,Observational - Cropper (1991),None,2010-10-06 16:04:51,2010-10-06 16:04:51,t,
783,Mycorrhizal,None,2010-10-06 16:35:14,2011-04-20 17:49:26,t,
784,Nonmycorrhizal,None,2010-10-06 16:35:27,2010-10-06 16:35:27,f,
785,35 Pa,Ambient,2010-10-06 16:47:55,2011-06-28 16:46:52,t,
786,70 Pa,High CO2,2010-10-06 16:48:31,2011-06-28 16:46:37,f,
787,Control (C),None,2010-10-06 17:15:36,2013-10-07 01:55:46,t,
788,Irrigated (I),maintained soil water near field capacity and approximately doubled annual rainfall,2010-10-06 17:17:29,2013-10-07 01:55:58,f,
789,Irrigated + Liquid Fertilized (IF),provided a balance nutrient input weekly in the irrigation water,2010-10-06 17:18:36,2013-10-07 01:56:10,f,
791,Ambient CO2,None,2010-10-07 18:35:26,2010-10-07 18:35:26,t,
792,Elevated CO2,None,2010-10-07 18:35:44,2010-10-07 18:35:44,f,
793,Observational - Barnard (1977),None,2010-10-07 18:52:23,2010-10-07 18:52:23,t,
794,Observational - Drew (1981),None,2010-10-07 19:07:16,2010-10-07 19:07:16,t,
795,Sub-ambient O3,None,2010-10-07 19:22:12,2011-05-26 16:18:45,f,
796,Ambient O3,None,2010-10-07 19:22:35,2010-10-07 19:22:35,t,
797,Twice-ambient O3,None,2010-10-07 19:22:56,2011-05-26 16:18:54,f,
798,Control,None,2010-10-07 19:38:01,2010-10-07 19:38:01,t,
799,Freezing,seedlings in plastic bags frozen from 2 to -15 degrees Celsius and then thawed,2010-10-07 19:39:29,2010-10-07 19:39:29,f,
800,Hot storage,seedlings in plastic bags hot stored (32 degrees Celsius) for 1-4 days,2010-10-07 19:42:27,2010-10-07 19:42:27,f,
801,Rapid heating,seedling roots submerged for 15 min in 44-50 degrees Celsius water,2010-10-07 19:43:15,2010-10-07 19:43:15,f,
802,Drying,"seedlings with roots exposed desiccated for 15-60 min in hot, dry room (32 degrees Celsius)",2010-10-07 19:44:25,2010-10-07 19:44:25,f,
804,Observational - Cave-in-rock,Cave-in-rock,2010-10-08 14:42:47,2010-10-08 14:43:39,t,
805,Observational - Shawnee,Shawnee,2010-10-08 14:43:06,2010-10-08 14:43:52,t,
806,Five CO2 treatments,"0, 78, 350, 1565, and 700 nmol mol^-1",2010-10-08 17:13:48,2010-10-08 17:13:48,t,
807,Observational - Fahey (1994),None,2010-10-08 17:24:58,2010-10-08 17:24:58,t,
808,Control,None,2010-10-08 17:37:26,2010-10-08 17:38:45,t,
809,Fertilized,None,2010-10-08 17:38:56,2010-10-08 17:38:56,f,
810,unfertilized,"",2010-10-08 19:58:51,2010-10-08 19:58:51,t,
811,Nfert 50 kg N ha-1,"",2010-10-08 20:15:36,2010-10-08 20:15:36,f,
812,Nfert 100 kg N ha-1,"",2010-10-08 20:24:35,2010-10-08 20:24:48,f,
813,Nfert 150 kg N ha-1,"",2010-10-08 20:36:21,2010-10-08 20:36:21,f,
822,wet and elevated CO2,received water throughout experiment and received higher concentration CO2 through artificially enriched environment,2010-10-08 22:00:31,2011-04-13 19:01:30,,
823,dry and elevated CO2,"two weeks prior to each experiment, watering was stopped and received higher concentration CO2 through artificially enriched environment",2010-10-08 22:01:25,2011-04-13 19:02:03,,
824,wet and ambient,received water throughout experiment and received only CO2 outside,2010-10-08 22:02:24,2011-04-13 19:04:46,f,
825,dry and ambient,"two weeks prior to each experiment, watering was stopped and received only CO2 outside",2010-10-08 22:03:01,2011-04-13 19:04:39,t,
826,Subambient ozone concentration,None,2010-10-11 16:36:10,2010-10-11 16:36:10,t,
827,Ambient ozone concentration,None,2010-10-11 16:36:29,2010-10-11 16:36:29,t,
828,Twice ambient concentration,None,2010-10-11 16:36:46,2010-10-11 16:36:46,t,
829,"RS = 20, sandy loam","Row spacing 20cm, sandy loam",2010-10-12 14:51:37,2010-10-12 16:35:22,t,
830,"RS = 20, clay loam",Row spacing 20cm,2010-10-12 14:52:38,2010-10-12 16:35:53,f,
831,"RS = 60, sandy loam","Row spacing 60cm, sandy loam",2010-10-12 14:53:38,2010-10-12 16:36:24,f,
774,Elevated CO2,700 umol CO2,2010-10-04 16:36:12,2011-06-24 15:34:43,f,
770,Perfusive,measurement with the air flowing through the growth media,2010-10-04 15:29:51,2010-10-04 15:37:58,t,
815,propagation method : callus culture,"",2010-10-08 20:50:23,2015-02-20 01:34:02.007686,f,
817,"propagation method, unfertilized : micropropagation by in vitro tillering","",2010-10-08 21:35:21,2015-02-24 15:35:11.294714,t,
818,"propagation method, Kfert 166 kg K ha-1 : rhizome division","",2010-10-08 21:37:55,2015-02-20 01:32:50.842506,f,
819,"propagation method, Kfert 166 kg K ha-1 : micropropagation by in vitro tillering","",2010-10-08 21:43:35,2015-02-20 01:33:00.468388,f,
820,"propagation method, Kfert 322 kg K ha-1 : rhizome division","",2010-10-08 21:46:01,2015-02-20 01:33:16.405614,f,
821,"propagation method, Kfert 322 kg K ha-1 : micropropagation by in vitro tillering","",2010-10-08 21:47:59,2015-02-20 01:33:24.378675,f,
814,propagation method : micropropagation by in vitro tillering,"",2010-10-08 20:50:10,2015-02-20 01:33:56.161279,f,
832,"RS = 60, clay loam","Row spacing 60cm, clay loam",2010-10-12 14:53:59,2010-10-12 16:37:04,f,
833,"RS = 120, sandy loam","Row spacing 120cm, sandy loam",2010-10-12 14:54:26,2010-10-12 16:37:27,f,
834,"RS = 120, clay loam","Row spacing 120cm, clay loam",2010-10-12 14:54:46,2010-10-12 16:37:51,f,
835,Observational,"",2010-10-13 14:09:43,2010-10-13 14:09:43,t,
836,Observational - Yazaki (2004),None,2010-10-15 19:23:46,2010-10-15 19:23:46,t,
837,Nitrogen addition,Increase N,2010-10-18 20:33:33,2010-10-18 20:52:25,f,
838,Phosphorus addition,Increase P,2010-10-18 20:36:16,2010-10-18 20:52:37,f,
839,Nutrient-poor soil,"",2010-10-19 16:37:34,2010-10-19 16:37:34,t,
840,Nutrient-rich soil,"",2010-10-19 16:37:48,2010-10-19 16:37:48,f,
841,Fertilization_NP,Addition of Nitrogen and Phosphorus,2010-10-24 04:07:01,2011-01-18 18:23:15,f,
843,ambient,received only CO2 outside,2010-10-24 04:23:31,2010-10-24 04:23:31,t,
844,ambient,received only CO2 outside,2010-10-24 04:25:21,2010-10-25 14:51:46,t,
845,elevated,FACE,2010-10-24 04:25:45,2010-10-27 04:24:52,f,
846,Observational - Jia (2005),None,2010-10-26 19:51:10,2010-10-26 19:51:10,t,
847,Nfert 100 kg N ha-1,"",2010-11-03 19:47:29,2010-11-03 19:47:29,f,
848,control,control,2010-11-03 19:52:53,2010-11-03 19:52:53,t,
850,Optimum cultural management,optimum fertilization and irrigation,2010-11-05 21:38:03,2010-11-05 21:38:03,f,
851,observational - Matthes-Sears,Data from plants without any treatment,2010-11-08 06:32:27,2011-01-19 16:07:20,t,
853,Observational,Observe the plant data without adding treatment.,2010-11-10 03:45:42,2010-11-10 03:45:42,t,
854,Control,without addition of treatment that results are compared to,2010-11-10 03:49:07,2010-11-10 03:49:07,t,
855,N plus P addition,Addition of both Phosphorus and Nitrogen,2010-11-10 03:50:51,2010-11-10 03:52:54,f,
856,Control,The control that was compared to,2010-11-10 21:37:55,2010-11-10 21:37:55,t,
857,ES,Extended Season,2010-11-10 21:38:55,2010-11-10 21:38:55,f,
859,Observational,Observational for Starr2008PRA,2010-11-10 23:31:58,2011-03-06 09:25:52,t,
860,Fertilization_N0P0K22,"",2010-11-11 20:47:07,2010-11-11 20:47:07,f,
861,Fertilization_N0P28K0,"",2010-11-11 20:52:56,2010-11-11 20:52:56,f,
862,Fertilization_N0P28K22,"",2010-11-11 20:55:18,2010-11-11 20:55:18,f,
863,Fertilization_N0P56K0,"",2010-11-11 20:59:40,2010-11-11 20:59:40,f,
864,Fertilization_N0P56K22,"",2010-11-11 21:03:55,2010-11-11 21:03:55,f,
865,Fertilization_N22P0K0,"",2010-11-11 21:09:09,2010-11-11 21:09:09,f,
866,Fertilization_N22P0K22,"",2010-11-11 21:13:29,2010-11-11 21:13:29,f,
867,Fertilization_N22P28K0,"",2010-11-11 21:15:20,2010-11-11 21:15:20,f,
868,Fertilization_N22P28K22,"",2010-11-11 21:18:11,2010-11-11 21:18:11,f,
869,Fertilization_N22P56K0,"",2010-11-11 21:20:10,2010-11-11 21:20:10,f,
870,Fertilization_N22P56K22,"",2010-11-11 21:23:03,2010-11-11 21:23:03,f,
871,Fertilization_N44P0K0,"",2010-11-11 21:26:13,2010-11-11 21:26:13,f,
872,Fertilization_N44P0K22,"",2010-11-11 21:28:49,2010-11-11 21:28:49,f,
873,Fertilization_N44P28K0,"",2010-11-11 21:31:52,2010-11-11 21:31:52,f,
874,Fertilization_N44P28K22,"",2010-11-11 21:33:48,2010-11-11 21:33:48,f,
875,Fertilization_N44P56K0,"",2010-11-11 21:41:00,2010-11-11 21:41:00,f,
876,Fertilization_N44P56K22,"",2010-11-11 21:44:56,2010-11-11 21:44:56,f,
877,Fertilization_N0P0K22,"",2010-11-12 21:25:09,2010-11-12 21:25:09,f,
878,Fertilization_N0P28K0,"",2010-11-12 21:29:03,2010-11-12 21:29:03,f,
879,Fertilization_N0P28K22,"",2010-11-12 21:31:02,2010-11-12 21:31:02,f,
880,Fertilization_N0P56K0,"",2010-11-12 21:32:09,2010-11-12 21:32:09,f,
881,Fertilization_N0P56K22,"",2010-11-12 21:33:29,2010-11-12 21:33:29,f,
882,Fertilization_N22P0K0,"",2010-11-12 21:34:20,2010-11-12 21:34:20,f,
883,Fertilization_N22P0K22,"",2010-11-12 21:35:46,2010-11-12 21:35:46,f,
884,Fertilization_N22P28K0,"",2010-11-12 21:37:46,2010-11-12 21:37:46,f,
885,Fertilization_N22P28K22,"",2010-11-12 21:38:57,2010-11-12 21:38:57,f,
886,Fertilization_N22P56K0,"",2010-11-12 21:40:21,2010-11-12 21:40:21,f,
887,Fertilization_N22P56K22,"",2010-11-12 21:43:00,2010-11-12 21:43:00,f,
888,Fertilization_N44P0K0,"",2010-11-12 21:43:59,2010-11-12 21:43:59,f,
889,Fertilization_N44P0K22,"",2010-11-12 21:45:08,2010-11-12 21:45:08,f,
890,Fertilization_N44P28K0,"",2010-11-12 21:46:25,2010-11-12 21:46:25,f,
891,Fertilization_N44P28K22,"",2010-11-12 21:48:23,2010-11-12 21:48:23,f,
892,Fertilization_N44P56K0,"",2010-11-12 21:50:38,2010-11-12 21:50:38,f,
893,Fertilization_N44P56K22,"",2010-11-12 21:51:39,2010-11-12 21:51:39,f,
894,observational,"",2010-11-13 03:36:31,2010-11-13 03:36:31,t,
895,Observational,Sample the plants and observe values,2010-11-13 06:16:27,2010-11-13 06:16:27,t,
896,C,Control,2010-11-14 05:58:04,2010-11-14 05:58:04,t,
898,N,More amount of Nutrients added,2010-11-14 05:58:38,2010-11-14 06:00:05,f,
899,N+W,More amount of nutrient and water were added,2010-11-14 05:58:55,2010-11-14 06:00:42,f,
900,Control,Data from plants without any treatment,2010-11-19 02:54:48,2010-11-19 02:54:48,t,
901,Nitrogen Fertilization,Addition of Nitrogen,2010-11-19 02:55:02,2010-11-19 02:55:02,f,
902,observational,Random data from plants,2010-11-19 02:58:45,2010-11-19 02:58:45,t,
904,Nitrogen Fertilization,Addition of Nitrogen,2010-12-04 04:37:54,2010-12-04 04:37:54,f,
905,observational,Data from plants without any treatment,2010-12-04 04:38:10,2010-12-04 04:38:10,t,
906,Fertilization,addition of nutrient solution Bausenwein2001,2010-12-06 00:40:26,2011-02-27 18:12:57,f,
907,High NPK,"High addition of high level of nitrogen, phosphorus, and potassium",2010-12-06 04:39:16,2010-12-06 04:41:38,f,
908,low NPK,"Low addition of Nitrogen, Phosphorus, and potassium",2010-12-06 04:41:24,2010-12-06 04:41:24,f,
909,high nitrogen,Addition of High amount of Nitrogen,2010-12-06 04:47:17,2010-12-06 04:47:17,f,
910,High Phosphorus,Addition of high level of Phosphorus,2010-12-06 04:48:40,2010-12-06 04:48:40,f,
